Provincia;Población;Latitud;Longitud;Habitantes
Madrid;Torrelaguna;40,82785;-3,538488;4853
Madrid;Torrelodones;40,57628;-3,929452;21781
Madrid;Torremocha de Jarama;40,83705;-3,494407;769
Madrid;Torres de la Alameda;40,40473;-3,360132;7776
Madrid;Tres Cantos;40,59907;-3,712258;41064
Madrid;Valdaracete;40,21115;-3,194556;692
Madrid;Valdeavero;40,63099;-3,332983;1255
Madrid;Valdelaguna;40,16192;-3,367249;872
Madrid;Valdemanco;40,87252;-3,662956;975
Madrid;Valdemaqueda;40,51147;-4,295926;858
Madrid;Valdemorillo;40,50208;-4,065841;11045
Madrid;Valdemoro;40,19269;-3,679874;62750
Madrid;Valdeolmos-Alalpardo;40,62949;-3,475017;3035
Madrid;Valdepiélagos;40,76059;-3,465914;449
Madrid;Valdetorres de Jarama;40,69559;-3,514251;3847
Madrid;Valdilecha;40,29548;-3,303884;2794
Madrid;Valverde de Alcalá;40,41972;-3,298921;465
Madrid;Velilla de San Antonio;40,36703;-3,488029;11553
Madrid;Vellón (El);40,76603;-3,582034;1680
Madrid;Venturada;40,79869;-3,622139;1682
Madrid;Villa del Prado;40,27678;-4,305642;6368
Madrid;Villaconejos;40,10424;-3,484903;3389
Madrid;Villalbilla;40,43228;-3,298869;8923
Madrid;Villamanrique de Tajo;40,06812;-3,240428;786
Madrid;Villamanta;40,29961;-4,110051;2441
Madrid;Villamantilla;40,33805;-4,13056;858
Madrid;Villanueva de la Cañada;40,44681;-4,005355;16804
Madrid;Villanueva de Perales;40,34705;-4,101031;1326
Madrid;Villanueva del Pardillo;40,49063;-3,964322;15087
Madrid;Villar del Olmo;40,33669;-3,235551;2119
Madrid;Villarejo de Salvanés;40,16873;-3,275975;7451
Madrid;Villaviciosa de Odón;40,3571;-3,90059;26475
Madrid;Villavieja del Lozoya;41,00592;-3,671118;258
Madrid;Zarzalejo;40,54749;-4,181604;1488
Murcia;Abanilla;38,20628;-1,043499;6589
Murcia;Abarán;38,20514;-1,397181;12991
Murcia;Águilas;37,4038;-1,581161;34533
Murcia;Albudeite;38,02719;-1,384766;1369
Murcia;Alcantarilla;37,97068;-1,218209;41084
Murcia;Alcázares (Los);37,74362;-0,8498135;15619
Murcia;Aledo;37,79744;-1,573683;1066
Murcia;Alguazas;38,04954;-1,24202;8978
Murcia;Alhama de Murcia;37,85101;-1,424666;19860
Murcia;Archena;38,11435;-1,297061;18202
Murcia;Beniel;38,04591;-1,001894;10933
Murcia;Blanca;38,1792;-1,376201;6370
Murcia;Bullas;38,04808;-1,670956;12493
Murcia;Calasparra;38,22923;-1,701833;10759
Murcia;Campos del Río;38,04043;-1,351669;2210
Murcia;Caravaca de la Cruz;38,10899;-1,866033;26415
Murcia;Cartagena;37,60565;-0,9912944;211996
Murcia;Cehegín;38,09269;-1,798522;16235
Murcia;Ceutí;38,07917;-1,272099;10174
Murcia;Cieza;38,23907;-1,418767;35200
Murcia;Fortuna;38,18111;-1,12821;9583
Murcia;Fuente Álamo de Murcia;37,72334;-1,166995;14876
Murcia;Jumilla;38,47595;-1,322032;25685
Murcia;Librilla;37,88795;-1,353289;4534
Murcia;Lorca;37,67131;-1,698792;91906
Murcia;Lorquí;38,08183;-1,254943;6996
Murcia;Mazarrón;37,59907;-1,313669;35221
Murcia;Molina de Segura;38,05092;-1,210992;64065
Murcia;Moratalla;38,18645;-1,890504;8455
Murcia;Mula;38,04056;-1,486329;16941
Murcia;Murcia;37,98344;-1,12989;436870
Murcia;Ojós;38,14525;-1,343079;584
Murcia;Pliego;37,99001;-1,506185;4034
Murcia;Puerto Lumbreras;37,56221;-1,810215;13947
Murcia;Ricote;38,15238;-1,367112;1519
Murcia;San Javier;37,80569;-0,8345491;31432
Murcia;San Pedro del Pinatar;37,83504;-0,7915859;23738
Murcia;Santomera;38,05997;-1,047485;15319
Murcia;Torre-Pacheco;37,74428;-0,9536195;31495
Murcia;Torres de Cotillas (Las);38,02786;-1,240312;21062
Murcia;Totana;37,77124;-1,501004;29211
Murcia;Ulea;38,13988;-1,329861;939
Murcia;Unión (La);37,61675;-0,8800824;17737
Murcia;Villanueva del Río Segura;38,13569;-1,324307;2270
Murcia;Yecla;38,61524;-1,118017;35025
Navarra;Abáigar;42,64694;-2,143441;102
Navarra;Abárzuza;42,72641;-2,022548;574
Navarra;Abaurregaina/Abaurrea Alta;42,90345;-1,207954;140
Navarra;Abaurrepea/Abaurrea Baja;42,90345;-1,207954;41
Navarra;Aberin;42,61907;-2,007192;368
Navarra;Ablitas;41,97364;-1,638694;2599
Navarra;Adiós;42,68629;-1,735999;185
Navarra;Aguilar de Codés;42,61294;-2,389456;108
Navarra;Aibar/Oibar;42,59235;-1,359912;911
Navarra;Allín;42,70855;-2,076739;814
Navarra;Allo;42,5673;-2,019259;1078
Navarra;Altsasu/Alsasua;42,89522;-2,168797;7623
Navarra;Améscoa Baja;42,8045;-2,141833;811
Navarra;Ancín;42,65845;-2,19008;383
Navarra;Andosilla;42,37699;-1,942034;2996
Navarra;Añorbe;42,65805;-1,714662;537
Navarra;Ansoáin;42,83389;-1,638431;10500
Navarra;Anue;42,979;-1,589;369
Navarra;Aoiz/Agoitz;42,78579;-1,36801;2464
Navarra;Araitz;43,06558;-2,006245;582
Navarra;Arakil;42,917;-1,861;952
Navarra;Aranarache;42,77942;-2,228781;85
Navarra;Aranguren;42,78961;-1,535561;7139
Navarra;Arano;43,19917;-1,89433;134
Navarra;Arantza;43,19677;-1,72578;641
Navarra;Aras;42,5625;-2,35474;199
Navarra;Arbizu;42,9155;-2,039817;1060
Navarra;Arce/Artzi;42,922;-1,383022;254
Navarra;Arcos (Los);42,5709;-2,193216;1277
Navarra;Arellano;42,60604;-2,046877;194
Navarra;Areso;43,08125;-1,950692;277
Navarra;Arguedas;42,17671;-1,598272;2420
Navarra;Aria;42,95305;-1,265776;59
Navarra;Aribe;42,94472;-1,264723;50
Navarra;Armañanzas;42,55992;-2,28525;63
Navarra;Arróniz;42,589;-2,091314;1135
Navarra;Arruazu;42,92223;-2,000009;119
Navarra;Artajona;42,59125;-1,764497;1746
Navarra;Artazu;42,69187;-1,838678;121
Navarra;Atez;42,9398;-1,709411;245
Navarra;Auritz/Burguete;42,98929;-1,335345;293
Navarra;Ayegui;42,65673;-2,038433;1667
Navarra;Azagra;42,30789;-1,894474;3664
Navarra;Azuelo;42,60846;-2,349251;41
Navarra;Bakaiku;42,89249;-2,102132;338
Navarra;Barañain;42,80492;-1,685519;22110
Navarra;Barásoain;42,60348;-1,646459;631
Navarra;Barbarin;42,60233;-2,102242;74
Navarra;Bargota;42,56128;-2,311974;327
Navarra;Barillas;41,97106;-1,662919;195
Navarra;Basaburua;43,02667;-1,779444;851
Navarra;Baztan;43,2;-1,467;8127
Navarra;Beintza-Labaien;43,08728;-1,742534;253
Navarra;Beire;42,45412;-1,621434;342
Navarra;Belascoáin;42,75615;-1,8325;124
Navarra;Bera/Vera de Bidasoa;43,28069;-1,682699;3691
Navarra;Berbinzana;42,52661;-1,834007;687
Navarra;Beriáin;42,7338;-1,645333;3651
Navarra;Berrioplano;42,85239;-1,692535;4344
Navarra;Berriozar;42,83624;-1,67493;9020
Navarra;Bertizarana;43,13411;-1,627507;645
Navarra;Betelu;43,02534;-1,980945;347
Navarra;Bidaurreta;42,77467;-1,836097;144
Navarra;Biurrun-Olcoz;42,69229;-1,678763;202
Navarra;Buñuel;41,98046;-1,443253;2404
Navarra;Burgui/Burgi;42,72029;-1,00419;235
Navarra;Burlada/Burlata;42,826;-1,615548;18595
Navarra;Busto (El);42,55075;-2,243561;81
Navarra;Cabanillas;42,03139;-1,525195;1483
Navarra;Cabredo;42,62925;-2,413018;103
Navarra;Cadreita;42,21754;-1,695602;2052
Navarra;Caparroso;42,34153;-1,649788;2717
Navarra;Cárcar;42,39011;-1,971613;1176
Navarra;Carcastillo;42,3798;-1,444428;2617
Navarra;Cascante;41,99897;-1,679192;4034
Navarra;Cáseda;42,52327;-1,367427;1039
Navarra;Castejón;42,16784;-1,690636;4235
Navarra;Castillonuevo;42,67852;-1,044187;18
Navarra;Cendea de Olza/Oltza Zendea;42,80423;-1,694407;1576
Navarra;Cintruénigo;42,08046;-1,805008;7636
Navarra;Cirauqui;42,67577;-1,891569;475
Navarra;Ciriza;42,79063;-1,826934;110
Navarra;Cizur;42,78771;-1,676974;3110
Navarra;Corella;42,11428;-1,784595;8031
Navarra;Cortes;41,91969;-1,421934;3404
Navarra;Desojo;42,58708;-2,273536;102
Navarra;Dicastillo;42,59589;-2,028451;710
Navarra;Donamaria;43,11666;-1,666667;433
Navarra;Doneztebe/Santesteban;43,13093;-1,668722;1647
Navarra;Echarri;42,78057;-1,826431;67
Navarra;Egüés;42,82426;-1,552572;10787
Navarra;Elgorriaga;43,13913;-1,688063;224
Navarra;Enériz;42,67083;-1,728613;318
Navarra;Eratsun;43,08351;-1,796789;165
Navarra;Ergoiena;42,87528;-2,023889;426
Navarra;Erro;42,94243;-1,447209;777
Navarra;Eslava;42,5647;-1,458623;138
Navarra;Esparza de Salazar/Espartza Zaraitzu;42,85387;-1,100172;99
Navarra;Espronceda;42,59675;-2,305045;134
Navarra;Estella/Lizarra;42,67093;-2,031197;14238
Navarra;Esteribar;42,95;-1,533333;2105
Navarra;Etayo;42,61776;-2,155921;84
Navarra;Etxalar;43,23387;-1,637286;823
Navarra;Etxarri-Aranatz;42,90774;-2,064756;2460
Navarra;Etxauri;42,7942;-1,791637;583
Navarra;Eulate;42,77654;-2,208038;343
Navarra;Ezcabarte;42,851;-1,621;1661
Navarra;Ezcároz/Ezkaroze;42,88765;-1,097649;347
Navarra;Ezkurra;43,08465;-1,82525;169
Navarra;Ezprogui;42,58333;-1,416667;54
Navarra;Falces;42,38772;-1,794073;2641
Navarra;Fitero;42,05658;-1,857999;2222
Navarra;Fontellas;42,02809;-1,57567;910
Navarra;Funes;42,31392;-1,802981;2379
Navarra;Fustiñana;42,0199;-1,486246;2624
Navarra;Galar;42,76156;-1,699125;1628
Navarra;Gallipienzo;42,52393;-1,409592;126
Navarra;Gallués/Galoze;42,78402;-1,095836;99
Navarra;Garaioa;42,92982;-1,244181;112
Navarra;Garde;42,78862;-0,924175;176
Navarra;Garínoain;42,60081;-1,644067;511
Navarra;Garralda;42,94818;-1,286497;203
Navarra;Genevilla;42,64478;-2,391769;98
Navarra;Goizueta;43,17105;-1,864216;780
Navarra;Goñi;42,85199;-1,903221;173
Navarra;Güesa/Gorza;42,80645;-1,095125;54
Navarra;Guesálaz;42,75;-1,917;457
Navarra;Guirguillano;42,71777;-1,877828;87
Navarra;Hiriberri/Villanueva de Aezkoa;42,94518;-1,23044;127
Navarra;Huarte/Uharte;42,83154;-1,590709;5858
Navarra;Ibargoiti;42,68056;-1,467222;249
Navarra;Igantzi;43,22575;-1,699339;629
Navarra;Igúzquiza;42,64522;-2,084984;345
Navarra;Imotz;42,967;-1,783;446
Navarra;Irañeta;42,9229;-1,945243;161
Navarra;Irurtzun;42,91966;-1,8282;2225
Navarra;Isaba/Izaba;42,86159;-0,9234196;491
Navarra;Ituren;43,12894;-1,707117;497
Navarra;Iturmendi;42,88948;-2,118865;401
Navarra;Iza;42,83689;-1,729486;982
Navarra;Izagaondoa;42,753;-1,421;180
Navarra;Izalzu/Itzaltzu;42,91353;-1,053661;46
Navarra;Jaurrieta;42,88721;-1,136416;216
Navarra;Javier;42,59081;-1,20881;113
Navarra;Juslapeña;42,89875;-1,694989;569
Navarra;Lakuntza;42,92131;-2,023261;1205
Navarra;Lana;42,706;-2,247;196
Navarra;Lantz;42,9982;-1,620193;113
Navarra;Lapoblación;42,60503;-2,459554;151
Navarra;Larraga;42,55874;-1,848682;2121
Navarra;Larraona;42,77948;-2,25731;112
Navarra;Larraun;42,9934;-1,939244;1023
Navarra;Lazagurría;42,4927;-2,24049;202
Navarra;Leache;42,60708;-1,40691;55
Navarra;Legarda;42,71169;-1,772264;106
Navarra;Legaria;42,64911;-2,173456;116
Navarra;Leitza;43,07879;-1,914608;2920
Navarra;Lekunberri;43,0013;-1,891916;1386
Navarra;Leoz;42,64524;-1,519539;272
Navarra;Lerga;42,56644;-1,500859;84
Navarra;Lerín;42,48297;-1,972567;1905
Navarra;Lesaka;43,24679;-1,703853;2808
Navarra;Lezáun;42,77801;-1,994227;266
Navarra;Liédena;42,6189;-1,275538;335
Navarra;Lizoáin;42,79815;-1,467238;308
Navarra;Lodosa;42,42459;-2,078364;4939
Navarra;Lónguida/Longida;42,75722;-1,385556;315
Navarra;Lumbier;42,65289;-1,307247;1397
Navarra;Luquin;42,61172;-2,099288;146
Navarra;Luzaide/Valcarlos;43,09192;-1,302452;418
Navarra;Mañeru;42,66977;-1,86277;389
Navarra;Marañón;42,62965;-2,439308;56
Navarra;Marcilla;42,32644;-1,739259;2834
Navarra;Mélida;42,35847;-1,548073;780
Navarra;Mendavia;42,44454;-2,2009;3814
Navarra;Mendaza;42,64162;-2,234998;308
Navarra;Mendigorría;42,62843;-1,835484;1062
Navarra;Metauten;42,67667;-2,129596;283
Navarra;Milagro;42,24124;-1,763065;3394
Navarra;Mirafuentes;42,62218;-2,278983;45
Navarra;Miranda de Arga;42,48354;-1,82951;957
Navarra;Monreal;42,70464;-1,506409;468
Navarra;Monteagudo;41,96272;-1,692299;1168
Navarra;Morentin;42,61279;-2,013619;138
Navarra;Mues;42,60636;-2,226478;98
Navarra;Murchante;42,03039;-1,653715;3672
Navarra;Murieta;42,65601;-2,154553;364
Navarra;Murillo el Cuende;42,3978;-1,629983;648
Navarra;Murillo el Fruto;42,3926;-1,461822;730
Navarra;Muruzábal;42,68972;-1,770907;284
Navarra;Navascués;42,71852;-1,116588;191
Navarra;Nazar;42,63671;-2,279646;49
Navarra;Noáin (Valle de Elorz)/Noain (Elortzibar);42,7599;-1,633801;6806
Navarra;Obanos;42,67956;-1,785792;979
Navarra;Ochagavía/Otsagabia;42,90578;-1,090726;614
Navarra;Oco;42,63827;-2,164585;71
Navarra;Odieta;42,94;-1,638;338
Navarra;Oitz;43,10935;-1,685726;149
Navarra;Olaibar;42,886;-1,603;224
Navarra;Olazti/Olazagutía;42,87633;-2,197067;1737
Navarra;Olejua;42,62326;-2,141197;53
Navarra;Olite;42,48148;-1,651641;3650
Navarra;Ollo;42,86711;-1,858877;275
Navarra;Olóriz;42,63547;-1,612838;174
Navarra;Orbaitzeta;42,97443;-1,2294;219
Navarra;Orbara;42,96646;-1,241657;44
Navarra;Orísoain;42,60114;-1,603631;82
Navarra;Orkoien;42,8228;-1,702052;3320
Navarra;Oronz/Orontze;42,86818;-1,096854;47
Navarra;Oroz-Betelu;42,89537;-1,304438;171
Navarra;Orreaga/Roncesvalles;43,00944;-1,319766;30
Navarra;Oteiza;42,61991;-1,95315;969
Navarra;Pamplona/Iruña;42,81721;-1,646767;198491
Navarra;Peralta;42,33884;-1,797463;6056
Navarra;Petilla de Aragón;42,46149;-1,092859;25
Navarra;Piedramillera;42,63192;-2,203634;55
Navarra;Pitillas;42,422;-1,622338;556
Navarra;Puente la Reina/Gares;42,67213;-1,815331;2841
Navarra;Pueyo;42,56591;-1,647855;318
Navarra;Ribaforada;41,99684;-1,511305;3638
Navarra;Romanzado;42,68146;-1,231362;153
Navarra;Roncal/Erronkari;42,80754;-0,9558963;258
Navarra;Sada;42,58585;-1,397875;185
Navarra;Saldías;43,08857;-1,781005;119
Navarra;Salinas de Oro;42,77519;-1,88998;115
Navarra;San Adrián;42,33271;-1,933409;6201
Navarra;San Martín de Unx;42,52383;-1,561407;460
Navarra;Sangüesa/Zangoza;42,57694;-1,285476;5210
Navarra;Sansol;42,55363;-2,267601;106
Navarra;Santacara;42,37534;-1,553171;956
Navarra;Sarriés/Sartze;42,83516;-1,100333;65
Navarra;Sartaguda;42,38142;-2,058642;1407
Navarra;Sesma;42,4778;-2,083364;1286
Navarra;Sorlada;42,61526;-2,215357;62
Navarra;Sunbilla;43,16499;-1,67044;659
Navarra;Tafalla;42,53033;-1,674269;11394
Navarra;Tiebas-Muruarte de Reta;42,69312;-1,640636;629
Navarra;Tirapu;42,65747;-1,702654;57
Navarra;Torralba del Río;42,60806;-2,331271;134
Navarra;Torres del Río;42,55206;-2,271269;154
Navarra;Tudela;42,06388;-1,605718;34717
Navarra;Tulebras;41,97674;-1,676432;129
Navarra;Ucar;42,67572;-1,706602;144
Navarra;Uharte-Arakil;42,92068;-1,969659;841
Navarra;Ujué;42,50721;-1,499354;222
Navarra;Ultzama;43;-1,678056;1663
Navarra;Unciti;42,74726;-1,502249;218
Navarra;Unzué;42,65227;-1,625873;134
Navarra;Urdazubi/Urdax;43,26653;-1,503896;368
Navarra;Urdiain;42,88711;-2,136436;704
Navarra;Urraul Alto;42,77569;-1,247821;159
Navarra;Urraul Bajo;42,714;-1,323;273
Navarra;Urrotz;43,10044;-1,707319;191
Navarra;Urroz-Villa;42,77863;-1,458369;394
Navarra;Urzainqui/Urzainki;42,83205;-0,9444442;91
Navarra;Uterga;42,71005;-1,75952;194
Navarra;Uztárroz/Uztarroze;42,89209;-0,940819;192
Navarra;Valle de Yerri/Deierri;42,71667;-2;1548
Navarra;Valtierra;42,19593;-1,63384;2569
Navarra;Viana;42,51513;-2,371608;3812
Navarra;Vidángoz/Bidankoze;42,80064;-1,014815;107
Navarra;Villafranca;42,2793;-1,750145;3020
Navarra;Villamayor de Monjardín;42,6288;-2,104801;140
Navarra;Villatuerta;42,6594;-1,993951;1069
Navarra;Villava/Atarrabia;42,83096;-1,608811;10642
Navarra;Yesa;42,6195;-1,203681;254
Navarra;Zabalza;42,77918;-1,798546;242
Navarra;Ziordia;42,87082;-2,228952;400
Navarra;Zizur Mayor/Zizur Nagusia;42,7868;-1,690832;13345
Navarra;Zubieta;43,12394;-1,742113;315
Navarra;Zugarramurdi;43,26936;-1,541245;218
Navarra;Zúñiga;42,69436;-2,302436;127
Álava;Alegría-Dulantzi;42,84149;-2,513507;2620
Álava;Amurrio;43,05265;-3,001022;10089
Álava;Añana;42,80235;-2,982607;176
Álava;Aramaio;43,054;-2,566;1499
Álava;Armiñón;42,72305;-2,872574;207
Álava;Arraia-Maeztu;42,73981;-2,44598;710
Álava;Arrazua-Ubarrundia;42,89028;-2,639167;921
Álava;Artziniega;43,1222;-3,128209;1818
Álava;Asparrena;42,89567;-2,321;1644
Álava;Ayala/Aiara;43,08333;-3,063056;2763
Álava;Baños de Ebro/Mañueta;42,53029;-2,679144;333
Álava;Barrundia;42,91669;-2,491817;875
Álava;Berantevilla;42,68245;-2,860401;438
Álava;Bernedo;42,62669;-2,497532;575
Álava;Campezo/Kanpezu;42,69194;-2,37;1118
Álava;Elburgo/Burgelu;42,84956;-2,544762;541
Álava;Elciego;42,51507;-2,618277;1046
Álava;Elvillar/Bilar;42,5705;-2,544915;369
Álava;Erriberagoitia/Ribera Alta;42,71577;-2,968477;728
Álava;Harana/Valle de Arana;42,75673;-2,321858;305
Álava;Iruña Oka/Iruña de Oca;42,81917;-2,807778;2887
Álava;Iruraiz-Gauna;42,82207;-2,495043;493
Álava;Kripan;42,59167;-2,516079;194
Álava;Kuartango;42,87139;-2,885556;357
Álava;Labastida/Bastida;42,59042;-2,793166;1494
Álava;Lagrán;42,6264;-2,58382;186
Álava;Laguardia;42,55428;-2,584237;1510
Álava;Lanciego/Lantziego;42,56262;-2,513204;677
Álava;Lantarón;42,75667;-2,987556;982
Álava;Lapuebla de Labarca;42,49467;-2,575167;877
Álava;Laudio/Llodio;43,14333;-2,962985;18314
Álava;Legutiano;42,97782;-2,642724;1643
Álava;Leza;42,56607;-2,633635;225
Álava;Moreda de Álava;42,52802;-2,40767;261
Álava;Navaridas;42,54517;-2,624532;209
Álava;Okondo;43,16222;-3,018889;1087
Álava;Oyón-Oion;42,50614;-2,436965;3150
Álava;Peñacerrada-Urizaharra;42,6441;-2,713375;290
Álava;Ribera Baja/Erribera Beitia;42,71267;-2,918541;1198
Álava;Salvatierra/Agurain;42,85244;-2,389455;4801
Álava;Samaniego;42,56983;-2,680185;319
Álava;San Millán/Donemiliaga;42,87472;-2,376111;711
Álava;Urkabustaiz;42,97194;-2,922222;1196
Álava;Valdegovía/Gaubea;42,85;-3,1;1098
Álava;Villabuena de Álava/Eskuernaga;42,54872;-2,665456;318
Álava;Vitoria-Gasteiz;42,84641;-2,667893;235661
Álava;Yécora/Iekora;42,5693;-2,470064;305
Álava;Zalduondo;42,88563;-2,347254;185
Álava;Zambrana;42,65998;-2,879353;377
Álava;Zigoitia;42,9682;-2,7183;1649
Álava;Zuia;42,98167;-2,844;2390
Guipúzcoa;Abaltzisketa;43,04758;-2,105388;316
Guipúzcoa;Aduna;43,20379;-2,050079;401
Guipúzcoa;Aia;43,23692;-2,149008;1958
Guipúzcoa;Aizarnazabal;43,25541;-2,236461;669
Guipúzcoa;Albiztur;43,12972;-2,13718;312
Guipúzcoa;Alegia;43,10002;-2,096273;1733
Guipúzcoa;Alkiza;43,17244;-2,109436;357
Guipúzcoa;Altzaga;43,06449;-2,153833;161
Guipúzcoa;Altzo;43,10007;-2,083905;402
Guipúzcoa;Amezketa;43,04452;-2,083235;990
Guipúzcoa;Andoain;43,22048;-2,021122;14679
Guipúzcoa;Anoeta;43,16147;-2,070695;1851
Guipúzcoa;Antzuola;43,09944;-2,381747;2168
Guipúzcoa;Arama;43,06364;-2,165558;199
Guipúzcoa;Aretxabaleta;43,03625;-2,504542;6689
Guipúzcoa;Arrasate/Mondragón;43,06451;-2,487716;22064
Guipúzcoa;Asteasu;43,1952;-2,097548;1478
Guipúzcoa;Astigarraga;43,28065;-1,94756;4678
Guipúzcoa;Ataun;43;-2,166667;1671
Guipúzcoa;Azkoitia;43,1782;-2,31164;11266
Guipúzcoa;Azpeitia;43,1839;-2,265466;14375
Guipúzcoa;Baliarrain;43,06931;-2,129235;110
Guipúzcoa;Beasain;43,04708;-2,204605;13557
Guipúzcoa;Beizama;43,13419;-2,200113;180
Guipúzcoa;Belauntza;43,13528;-2,050705;292
Guipúzcoa;Berastegi;43,12403;-1,979426;1033
Guipúzcoa;Bergara;43,11822;-2,413358;14707
Guipúzcoa;Berrobi;43,14548;-2,026374;600
Guipúzcoa;Bidegoian;43,13968;-2,169585;510
Guipúzcoa;Deba;43,29556;-2,353894;5408
Guipúzcoa;Donostia-San Sebastián;43,32074;-1,984421;185357
Guipúzcoa;Eibar;43,18418;-2,473289;27419
Guipúzcoa;Elduain;43,14071;-2,000488;238
Guipúzcoa;Elgeta;43,13657;-2,487392;1069
Guipúzcoa;Elgoibar;43,21519;-2,415703;11220
Guipúzcoa;Errenteria;43,31275;-1,899633;38767
Guipúzcoa;Errezil;43,16467;-2,173594;628
Guipúzcoa;Eskoriatza;43,01707;-2,52698;4063
Guipúzcoa;Ezkio-Itsaso;43,08194;-2,274167;589
Guipúzcoa;Gabiria;43,04969;-2,279856;474
Guipúzcoa;Gaintza;43,05263;-2,13237;132
Guipúzcoa;Gaztelu;43,11658;-2,022278;158
Guipúzcoa;Getaria;43,30326;-2,204363;2628
Guipúzcoa;Hernani;43,26755;-1,975814;19289
Guipúzcoa;Hernialde;43,15447;-2,085025;346
Guipúzcoa;Hondarribia;43,36253;-1,791498;16458
Guipúzcoa;Ibarra;43,054;-2,566;4335
Guipúzcoa;Idiazabal;43,01178;-2,234214;2264
Guipúzcoa;Ikaztegieta;43,09496;-2,1239;465
Guipúzcoa;Irun;43,33823;-1,789272;60951
Guipúzcoa;Irura;43,16569;-2,069617;1515
Guipúzcoa;Itsasondo;43,06693;-2,167393;649
Guipúzcoa;Larraul;43,18774;-2,102534;249
Guipúzcoa;Lasarte-Oria;43,26746;-2,020169;17782
Guipúzcoa;Lazkao;43,03432;-2,187379;5354
Guipúzcoa;Leaburu;43,12498;-2,052106;386
Guipúzcoa;Legazpi;43,05436;-2,333641;8715
Guipúzcoa;Legorreta;43,08579;-2,150909;1494
Guipúzcoa;Leintz-Gatzaga;42,98711;-2,568626;266
Guipúzcoa;Lezo;43,32113;-1,898775;6003
Guipúzcoa;Lizartza;43,10372;-2,034254;641
Guipúzcoa;Mendaro;43,26417;-2,3755;1907
Guipúzcoa;Mutiloa;43,02238;-2,272826;235
Guipúzcoa;Mutriku;43,30707;-2,385083;4979
Guipúzcoa;Oiartzun;43,29928;-1,857874;9894
Guipúzcoa;Olaberria;43,02708;-2,203089;968
Guipúzcoa;Oñati;43,03289;-2,411348;10896
Guipúzcoa;Ordizia;43,0542;-2,178116;9732
Guipúzcoa;Orendain;43,07972;-2,11429;183
Guipúzcoa;Orexa;43,09388;-2,011392;121
Guipúzcoa;Orio;43,27832;-2,126597;5026
Guipúzcoa;Ormaiztegi;43,04274;-2,255848;1323
Guipúzcoa;Pasaia;43,32528;-1,921111;15990
Guipúzcoa;Segura;43,00922;-2,252519;1391
Guipúzcoa;Soraluze/Placencia de las Armas;43,17543;-2,412494;3990
Guipúzcoa;Tolosa;43,13698;-2,073914;18044
Guipúzcoa;Urnieta;43,2482;-1,990517;6135
Guipúzcoa;Urretxu;43,09228;-2,314383;6912
Guipúzcoa;Usurbil;43,27138;-2,049934;5919
Guipúzcoa;Villabona;43,18995;-2,052454;5783
Guipúzcoa;Zaldibia;43,03796;-2,150894;1525
Guipúzcoa;Zarautz;43,28036;-2,171588;22627
Guipúzcoa;Zegama;42,97568;-2,290072;1492
Guipúzcoa;Zerain;43,01212;-2,274118;243
Guipúzcoa;Zestoa;43,23944;-2,258113;3479
Guipúzcoa;Zizurkil;43,19952;-2,074074;2797
Guipúzcoa;Zumaia;43,29726;-2,256849;9285
Guipúzcoa;Zumarraga;43,09048;-2,31322;10104
Vizcaya;Abadiño;43,15;-2,610278;7260
Vizcaya;Abanto y Ciérvana-Abanto Zierbena;43,31688;-3,087678;9647
Vizcaya;Ajangiz;43,301;-2,671;445
Vizcaya;Alonsotegi;43,24519;-2,988702;2835
Vizcaya;Amorebieta-Etxano;43,2205;-2,733236;17842
Vizcaya;Amoroto;43,3285;-2,5125;408
Vizcaya;Arakaldo;43,14955;-2,925086;95
Vizcaya;Arantzazu;43,1529;-2,79043;305
Vizcaya;Areatza;43,12108;-2,767771;1131
Vizcaya;Arrankudiaga;43,1735;-2,917886;909
Vizcaya;Arratzu;43,31167;-2,638611;375
Vizcaya;Arrieta;43,34036;-2,769799;551
Vizcaya;Arrigorriaga;43,20752;-2,887839;12435
Vizcaya;Artea;43,13372;-2,784141;751
Vizcaya;Artzentales;43,24055;-3,241389;712
Vizcaya;Atxondo;43,13034;-2,585079;1454
Vizcaya;Aulesti;43,29609;-2,563355;683
Vizcaya;Bakio;43,42778;-2,811389;2313
Vizcaya;Balmaseda;43,19287;-3,196942;7270
Vizcaya;Barakaldo;43,29683;-2,985259;98460
Vizcaya;Barrika;43,40638;-2,962425;1449
Vizcaya;Basauri;43,23333;-2,883333;42657
Vizcaya;Bedia;43,20937;-2,804965;962
Vizcaya;Berango;43,3659;-2,996356;6588
Vizcaya;Bermeo;43,42042;-2,722158;16937
Vizcaya;Berriatua;43,31667;-2,466667;1309
Vizcaya;Berriz;43,18817;-2,593;4888
Vizcaya;Bilbao;43,25696;-2,923441;354860
Vizcaya;Busturia;43,383;-2,697;1746
Vizcaya;Derio;43,302;-2,881833;5307
Vizcaya;Dima;43,14339;-2,751464;1305
Vizcaya;Durango;43,16907;-2,632655;28229
Vizcaya;Ea;43,38013;-2,585593;905
Vizcaya;Elantxobe;43,40342;-2,6398;441
Vizcaya;Elorrio;43,13039;-2,542155;7227
Vizcaya;Erandio;43,30746;-2,946418;24262
Vizcaya;Ereño;43,35695;-2,621667;258
Vizcaya;Ermua;43,18664;-2,502607;16252
Vizcaya;Errigoiti;43,31871;-2,725344;513
